symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,name,date,type,iexId,region,currency,isEnabled,figi,cik,lei
002220.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanil Iron & Steel,2023-02-08,cs,IEX_52543843304B2D52,KR,KRW,True,BBG000BGZLZ8,,
002230.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,PS TEC,2023-02-08,cs,,KR,KRW,True,BBG000C190M9,,
002240.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Iron & Steel Wire Co.,2023-02-08,cs,IEX_4846383237352D52,KR,KRW,True,BBG000BDR0Y1,,
002290.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Samil Enterprise,2023-02-08,cs,,KR,KRW,True,BBG000C192D5,,
002310.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Asia Paper Manufacturing,2023-02-08,cs,IEX_5447365647572D52,KR,KRW,True,BBG000BGW425,,
002320.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanjin Transportation,2023-02-08,cs,IEX_4251534335582D52,KR,KRW,True,BBG000BDP4W7,,988400LO26A0RGCPTR73
002350.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Nexen Tire Corp.,2023-02-08,cs,IEX_4A4A354B4E5A2D52,KR,KRW,True,BBG000BDQHD8,,
002355.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Nexen Tire Corp. - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_543434464D502D52,KR,KRW,True,BBG000BRY1T6,,
002360.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SH Energy & Chemical Co Ltd,2023-02-08,cs,IEX_5733395138392D52,KR,KRW,True,BBG000BDQDF5,,
002380.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kcc Corporation,2023-02-08,cs,IEX_44314E4757322D52,KR,KRW,True,BBG000BCJPT3,,988400BF3M5UFPF3PH17
002390.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Handok Inc.,2023-02-08,cs,IEX_4634514351302D52,KR,KRW,True,BBG000BDHQN7,,
002410.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Pumyang Construction,2023-02-08,cs,IEX_4753594E594C2D52,KR,KRW,True,BBG000BFZ9S5,,
002420.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,The Century,2023-02-08,cs,IEX_54575A4D46442D52,KR,KRW,True,BBG000BDF0M7,,
002450.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samick Musical Instruments,2023-02-08,cs,IEX_533930574D592D52,KR,KRW,True,BBG000BDRSJ7,,
002460.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hwa Sung Industrial,2023-02-08,cs,IEX_4735485842582D52,KR,KRW,True,BBG000BH45W8,,
002600.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Choheung Corporation,2023-02-08,cs,IEX_4E31395A4D372D52,KR,KRW,True,BBG000BDV8M2,,
002620.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Jeil Pharma Holdings Inc,2023-02-08,cs,IEX_5046423335422D52,KR,KRW,True,BBG000BGY469,,
002630.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Orientbio Inc.,2023-02-08,cs,IEX_4B46505839582D52,KR,KRW,True,BBG000BDR5X1,,
002680.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Hantop Inc,2023-02-08,cs,,KR,KRW,True,BBG000C19414,,
002690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dong IL Steel Mfg Co.Ltd,2023-02-08,cs,IEX_46374B4232352D52,KR,KRW,True,BBG009T3DCV7,,
002700.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinil Electronics,2023-02-08,cs,IEX_42594C4858322D52,KR,KRW,True,BBG000BCX4P8,,
002710.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tcc Steel,2023-02-08,cs,IEX_4E444E59584B2D52,KR,KRW,True,BBG000BDHBS5,,
002720.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kukje Pharma Co.Ltd,2023-02-08,cs,IEX_51394B5639332D52,KR,KRW,True,BBG000BDQM56,,
002780.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chinhung International,2023-02-08,cs,IEX_5659584234392D52,KR,KRW,True,BBG000BDF4N8,,
002785.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chinhung International - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_54333037484E2D52,KR,KRW,True,BBG000BMHTZ8,,
002787.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chinhung International - PRF PERPETUAL KRW 500 - Series 2 0%,2023-02-08,ps,IEX_4C5143314B462D52,KR,KRW,True,BBG000C4FRL8,,
002790.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Amore G,2023-02-08,cs,IEX_5838534654472D52,KR,KRW,True,BBG000BDQ5Z0,,
002795.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Amore G - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_44564D5451532D52,KR,KRW,True,BBG000BJW8H4,,
002800.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sinsin Pharmaceutical Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00FRN13R9,,
002810.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sam Yung Trading,2023-02-08,cs,IEX_5347505843342D52,KR,KRW,True,BBG000BH3LX3,,
002820.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SUN&L,2023-02-08,cs,IEX_4338543932432D52,KR,KRW,True,BBG000BHNSS2,,
002840.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Miwon Commercial,2023-02-08,cs,IEX_57444A5050502D52,KR,KRW,True,BBG000BGZ039,,
002870.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinpoong Inc.,2023-02-08,cs,IEX_484D58544B362D52,KR,KRW,True,BBG000BDC2P3,,
002880.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dayou Automotive Seat Technology Co Ltd,2023-02-08,cs,IEX_534C334750362D52,KR,KRW,True,BBG000BDV1Y4,,
002900.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,TYM Corporation,2023-02-08,cs,IEX_5334425051502D52,KR,KRW,True,BBG000BDR9Z1,,
002920.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yoosung Enterprise,2023-02-08,cs,IEX_485930444C472D52,KR,KRW,True,BBG000BFXW79,,
002960.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hankook Shell Oil,2023-02-08,cs,IEX_50524A57424D2D52,KR,KRW,True,BBG000BGZ333,,
002990.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumho E&C,2023-02-08,cs,IEX_5644515A56512D52,KR,KRW,True,BBG000BCXJG5,,
002995.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumho E&C - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_5850343758512D52,KR,KRW,True,BBG000BHF7K5,,
003000.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Bukwang Pharmaceutical Ind,2023-02-08,cs,IEX_5654434B50362D52,KR,KRW,True,BBG000BGY566,,
003010.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Haein Corporation,2023-02-08,cs,IEX_4D4D545435572D52,KR,KRW,True,BBG000BGMXK2,,
003060.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Aprogen Biologics Inc.,2023-02-08,cs,IEX_4E33465A48352D52,KR,KRW,True,BBG000BDT480,,
003075.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kolon Global Corporation - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4334384A4D382D52,KR,KRW,True,BBG000BHG1S9,,
003080.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sung Bo Chemical,2023-02-08,cs,IEX_4B44463953522D52,KR,KRW,True,BBG000BDQBK3,,
003090.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daewoong Co. Ltd.,2023-02-08,cs,IEX_445137464C532D52,KR,KRW,True,BBG000BDGRG4,,
003100.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sun Kwang Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C4YYR6,,
003120.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ilsung Pharmaceutical,2023-02-08,cs,IEX_5757345832302D52,KR,KRW,True,BBG000BDMS39,,
003160.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DI,2023-02-08,cs,IEX_5054594E5A542D52,KR,KRW,True,BBG000H5WDR6,,
003200.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ilshin Spinning,2023-02-08,cs,IEX_524C395153362D52,KR,KRW,True,BBG000BDMM87,,
003220.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daewon Pharmaceutical,2023-02-08,cs,IEX_54353437434C2D52,KR,KRW,True,BBG000C194Q7,,
003230.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samyang Foods,2023-02-08,cs,IEX_5256383350462D52,KR,KRW,True,BBG000BD3LV4,,
003240.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Taekwang Industrial,2023-02-08,cs,IEX_50535031444D2D52,KR,KRW,True,BBG000BD0Q00,,
003280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Heunga Shipping,2023-02-08,cs,IEX_4D4E5A3039582D52,KR,KRW,True,BBG000BDM7L5,,
003300.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanilholdings Co. Ltd.,2023-02-08,cs,IEX_4358335042592D52,KR,KRW,True,BBG000BCV3C6,,
003310.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Daejoo,2023-02-08,cs,,KR,KRW,True,BBG000C197W3,,
003380.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Harim Holdings Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG002J0M7Z6,,988400HGJVPRYCRSZI12
003410.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ssangyong C&E,2023-02-08,cs,IEX_4631395339582D52,KR,KRW,True,BBG000BCXK63,,988400C946J1SLJG5E05
003460.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuhwa Securities,2023-02-08,cs,IEX_4232425253392D52,KR,KRW,True,BBG000BDW5F5,,
003465.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuhwa Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_434643334E4A2D52,KR,KRW,True,BBG000BJ6393,,
003470.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuanta Securities Korea,2023-02-08,cs,IEX_4E4D4251374C2D52,KR,KRW,True,BBG000BH4PR0,,549300RUX2WQHK226B73
003475.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuanta Securities Korea - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4A335046394E2D52,KR,KRW,True,BBG000BJ6GK1,,549300RUX2WQHK226B73
003480.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanjin Heavy Ind & Const Holdings Co Ltd,2023-02-08,cs,IEX_485757374A472D52,KR,KRW,True,BBG000BDPH76,,
003490.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korean Air Lines,2023-02-08,cs,IEX_4443573831432D52,KR,KRW,True,BBG000BDSWP0,,988400C2UFBF4B660C58
003495.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korean Air Lines - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_424B33434A522D52,KR,KRW,True,BBG000BK3M00,,988400C2UFBF4B660C58
003520.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yungjin Pharm,2023-02-08,cs,IEX_4D314E4E33432D52,KR,KRW,True,BBG000BDQSK6,,
003530.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha Investment & Securities,2023-02-08,cs,IEX_4C54513159312D52,KR,KRW,True,BBG000BDHJX2,,988400KXJ03CDTKDV406
003535.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha Investment & Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_5748535852502D52,KR,KRW,True,BBG000BJ69G2,,988400KXJ03CDTKDV406
003540.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daishin Securities,2023-02-08,cs,IEX_464C425342462D52,KR,KRW,True,BBG000BDGT25,,549300A0MNIZNJBONO78
003545.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daishin Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_5453464D4E352D52,KR,KRW,True,BBG000BJ6JR8,,549300A0MNIZNJBONO78
003547.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daishin Securities - PRF PERPETUAL KRW 5000 - Cl 2,2023-02-08,ps,IEX_5836424B36432D52,KR,KRW,True,BBG000D195F5,,549300A0MNIZNJBONO78
003550.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LG Corp,2023-02-08,cs,IEX_5834333758362D52,KR,KRW,True,BBG000BCXDB3,,
003555.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LG Corp - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4C5139474A592D52,KR,KRW,True,BBG000BHD497,,
003560.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,IHQ Inc.,2023-02-08,cs,IEX_5159304C57532D52,KR,KRW,True,BBG000BD1KF6,,
003570.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SNT Dynamics,2023-02-08,cs,IEX_444B4B364D482D52,KR,KRW,True,BBG000BCY7S7,,
003580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,HLB Global Co. Ltd.,2023-02-08,cs,IEX_4338544234442D52,KR,KRW,True,BBG000BGTQB0,,
003650.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Michang Oil Ind,2023-02-08,cs,IEX_4C51394647582D52,KR,KRW,True,BBG000BFY3X3,,
003670.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Posco Chemical Co. Ltd.,2023-02-08,cs,IEX_5757393947342D52,KR,KRW,True,BBG000F5NX21,,
003680.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hansung Enterprise,2023-02-08,cs,IEX_5652333546342D52,KR,KRW,True,BBG000BHN691,,
003690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korean Reinsurance,2023-02-08,cs,IEX_5247583547342D52,KR,KRW,True,BBG000BDT0L3,,988400GFST66YNV5UF89
003720.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samyoung Chemical,2023-02-08,cs,IEX_544C524C585A2D52,KR,KRW,True,BBG000BDQ9L7,,
003780.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chin Yang Industry Co Ltd,2023-02-08,cs,IEX_434A583346522D52,KR,KRW,True,BBG000BGTC58,,
003800.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Ace Bed,2023-02-08,cs,,KR,KRW,True,BBG000C19BF3,,
003830.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daehan Synthetic Fibrer,2023-02-08,cs,IEX_5036485844342D52,KR,KRW,True,BBG000BDTX59,,
003850.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Boryung,2023-02-08,cs,IEX_584B573158522D52,KR,KRW,True,BBG000BGY7K6,,
003920.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Namyang Dairy Products,2023-02-08,cs,IEX_4230353352542D52,KR,KRW,True,BBG000BDT907,,
003925.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Namyang Dairy Products - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_47305A3457542D52,KR,KRW,True,BBG000BGK4S0,,
003960.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sajodaerim Corporation,2023-02-08,cs,IEX_4E31354C37332D52,KR,KRW,True,BBG000BGTKJ5,,988400F2KDRMJV90FL59
004000.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Lotte Fine Chemical,2023-02-08,cs,IEX_4734435238582D52,KR,KRW,True,BBG000BDPZM9,,
004020.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Steel Co.,2023-02-08,cs,IEX_5650544B575A2D52,KR,KRW,True,BBG000BCVG73,,9884006EYA94IB2C3132
004080.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinhung,2023-02-08,cs,IEX_4E42444B4E482D52,KR,KRW,True,BBG000BHPSN5,,
004090.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Petroleum Industries,2023-02-08,cs,IEX_4353513259562D52,KR,KRW,True,BBG000BFSZG8,,988400GOQTSBQH3OXY88
004100.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Taeyang Metal Industrial,2023-02-08,cs,IEX_515A30434B4E2D52,KR,KRW,True,BBG000BJW6B4,,
004105.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Taeyang Metal Industrial - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4A50564C44352D52,KR,KRW,True,BBG000BNKJS2,,
004140.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongbang Transport & Logistics,2023-02-08,cs,IEX_44544E305A572D52,KR,KRW,True,BBG000BH4932,,
004150.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hansol Holdings,2023-02-08,cs,IEX_4C47484830562D52,KR,KRW,True,BBG000BCRMY5,,
004170.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinsegae Co,2023-02-08,cs,IEX_5230344B50502D52,KR,KRW,True,BBG000BDSR35,,
004250.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NPC,2023-02-08,cs,IEX_5132583056302D52,KR,KRW,True,BBG000BDQ4B9,,
004255.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NPC - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_474D34395A422D52,KR,KRW,True,BBG000BGFVS6,,
004270.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Namsung,2023-02-08,cs,IEX_4244505942512D52,KR,KRW,True,BBG000BH3Z62,,
004310.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Pharmaceutical Co Ltd,2023-02-08,cs,IEX_4D50595431542D52,KR,KRW,True,BBG000BDMGN3,,
004360.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Sebang Co., Ltd",2023-02-08,cs,IEX_54304C4758482D52,KR,KRW,True,BBG000BG7TY3,,
004365.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Sebang Co., Ltd - PRF PERPETUAL KRW 500",2023-02-08,ps,IEX_5246525A42332D52,KR,KRW,True,BBG000BHHKT5,,
004370.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Nongshim,2023-02-08,cs,IEX_5048515652482D52,KR,KRW,True,BBG000BD2JL1,,
004380.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Samick Thk Co.,Ltd",2023-02-08,cs,IEX_54534B5A5A382D52,KR,KRW,True,BBG000BGZY99,,
004415.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Seoul Food Ind - PRF PERPETUAL KRW 2500,2023-02-08,ps,IEX_5737564A56472D52,KR,KRW,True,BBG000BJTZ15,,
004430.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Song Won Industrial,2023-02-08,cs,IEX_4C575A4634322D52,KR,KRW,True,BBG000BDQG04,,988400JI9RNDSRFS0K65
004440.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samil C&S,2023-02-08,cs,IEX_4338514C46422D52,KR,KRW,True,BBG00CFT3189,,
004450.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samhwa Crown & Closure,2023-02-08,cs,IEX_53474B47575A2D52,KR,KRW,True,BBG000BDR7G6,,
004490.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sebang Global Battery,2023-02-08,cs,IEX_4E58464242572D52,KR,KRW,True,BBG000BDMDZ7,,
004545.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KleanNara - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_5138464E35322D52,KR,KRW,True,BBG000BJV4F6,,988400MVKNN2IKBVZT34
004560.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai BNG Steel,2023-02-08,cs,IEX_474851504A362D52,KR,KRW,True,BBG000BCXQW1,,
004565.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai BNG Steel - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4853474E34432D52,KR,KRW,True,BBG000BHHGB3,,
004590.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Korea Furniture,2023-02-08,cs,,KR,KRW,True,BBG000DCCR32,,
004650.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Changhae Ethanol Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG006NJS8T0,,
004690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samchully,2023-02-08,cs,IEX_5431514D5A482D52,KR,KRW,True,BBG000BNN2C3,,
004700.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chokwang Leather,2023-02-08,cs,IEX_4D4734544A512D52,KR,KRW,True,BBG000BD1YR3,,
004710.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hansol Technics,2023-02-08,cs,IEX_54384A5654512D52,KR,KRW,True,BBG000BFXHX3,,
004720.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,PharmGen Science,2023-02-08,cs,IEX_43565A4734572D52,KR,KRW,True,BBG000BGYH51,,
004770.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sunny Electronics,2023-02-08,cs,IEX_524B354A4E352D52,KR,KRW,True,BBG000BDRM91,,
004780.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Daeryuk Can,2023-02-08,cs,,KR,KRW,True,BBG000C19FY3,,
004800.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyosung,2023-02-08,cs,IEX_4E31354B35322D52,KR,KRW,True,BBG000BCL541,,549300I0RPK0L4R21F76
004835.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Duksung Co. - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_4A4E56534E382D52,KR,KRW,True,BBG000BJW465,,
004840.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DRB Holding Co Ltd,2023-02-08,cs,IEX_4648324B38462D52,KR,KRW,True,BBG000BDV9T3,,
004870.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,T`way Holdings Incorporation,2023-02-08,cs,IEX_563736434A4E2D52,KR,KRW,True,BBG000HBBWL0,,
004890.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongil Industries,2023-02-08,cs,IEX_4756334A42372D52,KR,KRW,True,BBG000DXNT21,,
004910.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chokwang Paint,2023-02-08,cs,IEX_4E475942334C2D52,KR,KRW,True,BBG000BDF902,,
004960.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanshin Construction,2023-02-08,cs,IEX_42344D3633442D52,KR,KRW,True,BBG000BCV0R6,,
004970.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Silla,2023-02-08,cs,IEX_5238374432322D52,KR,KRW,True,BBG000BD1DK6,,
004980.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sungshin Cement Co. Ltd.,2023-02-08,cs,IEX_574E425036532D52,KR,KRW,True,BBG000BDQXW2,,
004985.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sungshin Cement Co. Ltd. - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4C4743324D512D52,KR,KRW,True,BBG000BJW0K7,,
004990.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Lotte Corp.,2023-02-08,cs,IEX_444B504D304D2D52,KR,KRW,True,BBG000BD1P01,,988400HKP8IPW74L3K25
00499K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Lotte Corp. - PRF PERPETUAL KRW 200,2023-02-08,ps,IEX_4B4D444751382D52,KR,KRW,True,BBG00GP2P0Z6,,988400HKP8IPW74L3K25
